"id"
"608195-4"
"60582-13"
"361418-16"
"410923-48"
"299034-36"
"2112373-2"
"2418739-9"
"1212681-21"
"2127803-44"
"523555-4"
"2277894-117"
"504623-2"
"48177-2"
"2294856-37"
"2420990-2"
"395834-105"
"424113-60"
"2576963-2"
"2353528-3"
"2254678-32"
"2162353-2"
"2403915-3"
"2287286-3"
"2231998-26"
"131018-43"
"26715-26"
"2575462-17"
"524656-4"
"2490234-2"
"536991-36"
"2320727-2"
"2441665-23"
"2531985-27"
"2291715-24"
"591954-2"
"381149-33"
"2463814-46"
"360845-40"
"15602-9"
"2543186-2"
"1570631-2"
"2083422-47"
"357174-37"
"425824-2"
"2486261-26"
"514186-2"
"2438467-22"
"326880-37"
"2204523-2"
"150356-27"
"2158425-87"
"358133-21"
"500361-2"
"537261-29"
"2301025-34"
"29434-10"
"51452-11"
"2296141-18"
"20689-40"
"2220036-66"
"2329612-2"
"2423021-34"
"976402-2"
"146667-2"
"472910-2"
"130869-46"
"29452-32"
"1806202-55"
"575848-32"
"607773-2"
"2364506-33"
"2092263-39"
"14073-10"
"2159857-54"
"472899-42"
"135208-2"
"381867-24"
"2190410-29"
"2206618-57"
"796410-3"
"2365835-2"
"602714-79"
"334294-129"
"13570-6"
"2351177-42"
"490709-18"
"1006384-2"
"322599-35"
"13947-6"
"121142-38"
"2401269-4"
"452845-20"
"2283330-4"
"2247201-28"
"2230096-3"
"359486-52"
"15628-9"
"446122-2"
"2322103-2"
"1598420-38"
"422707-86"
"463456-53"
"586992-2"
"2225136-3"
"576881-3"
"129703-10"
"130177-2"
"406444-5"
"1197995-2"
"2335185-70"
"553254-2"
"421326-33"
"335464-2"
"263606-16"
"411522-2"
"2537739-61"
"1215878-2"
"564525-92"
"258057-21"
"15819-13"
"2167543-57"
"437390-126"
"412942-37"
"2095628-35"
"2576468-2"
"47088-3"
"22742-7"
"1515648-96"
"33820-13"
"373906-2"
"1195591-2"
"332491-61"
"1700631-84"
"2287812-18"
"996617-2"
"1526950-40"
"2434997-2"
"16526-572"
"2389586-44"
"270315-27"
"112063-14"
"27316-21"
"2190398-44"
"2270971-36"
"282729-25"
"2186546-22"
"2311472-3"
"2605949-2"
"103401-27"
"499544-3"
"568255-2"
"2220292-179"
"607384-3"
"16543-49"
"475064-37"
"48152-12"
"2386968-4"
"14878-7"
"359212-3"
"2229394-20"
"320900-20"
"946143-85"
"314494-69"
"2177176-34"
"263702-18"
"565707-2"
"2401548-4"
"2123849-2"
"2585596-2"
"2251472-22"
"1992967-2"
"777533-18"
"2292121-22"
"35242-2"
"478372-21"
"263683-16"
"2462472-2"
"440693-109"
"2469515-21"
"786790-60"
"42277-2"
"1203025-2"
"2194955-36"
"2218538-8"
"33496-16"
"45474-2"
"19365-29"
"21571-116"
"616975-2"
"2564717-3"
"374625-2"
"2463638-2"
"607812-2"
"2361534-13"
"16068-19"
"496252-40"
"497478-6"
"49328-31"
"132357-30"
"2289800-59"
"2150161-65"
"2234664-2"
"949243-37"
"2369144-4"
"2439876-18"
"2195911-21"
"520401-3"
"2078611-3"
"120289-21"
"2293449-250"
"2547357-2"
"482018-41"
"133888-18"
"1712456-2"
"2079569-38"
"17531-18"
"2093643-2"
"2432807-3"
"111905-2"
"561839-80"
"2365973-2"
"308638-33"
"34803-2"
"576258-44"
"2283045-3"
"2269911-44"
"2336577-2"
"1712363-24"
"103661-35"
"2217535-3"
"2304679-41"
"154406-16"
"25029-19"
"2054590-43"
"468450-2"
"22948-7"
"2270789-196"
"51565-11"
"2466466-53"
"2273791-2"
"585627-22"
"2289734-2"
"2474792-2"
"14692-15"
"18853-89"
"448202-38"
"1212655-34"
"531006-2"
"2356125-17"
"443780-20"
"2255199-68"
"2304774-18"
"2218814-62"
"2338862-3"
"393720-22"
"687718-2"
"2483457-22"
"42341-22"
"138462-2"
"2224405-2"
"2446598-2"
"1715672-2"
"457592-2"
"2424373-22"
"524826-2"
"298902-22"
"2199749-2"
"485563-64"
"2615515-2"
"478820-29"
"2487775-27"
"2399291-2"
"2299580-3"
"2434470-42"
"2266988-20"
"2226044-2"
"2297063-46"
"2265957-7"
"573342-18"
"1243684-72"
"266167-2"
"2191874-27"
"422928-21"
"16532-9"
"293637-21"
"506767-34"
"15487-13"
"292176-112"
"946779-21"
"2322630-2"
"410812-20"
"546916-18"
"345658-2"
"588908-2"
"2242282-7"
"21029-24"
"418393-35"
"589038-19"
"553256-2"
"573707-2"
"2539320-13"
"538246-54"
"96842-50"
"2423053-17"
"130404-2"
"2190754-57"
"306701-51"
"2194881-2"
"494451-53"
"615028-17"
"2233802-72"
"325045-35"
"2190355-136"
"386372-2"
"17561-19"
"113813-32"
"444119-35"
"2087658-2"
"2277622-4"
"396038-36"
"357261-41"
"2494345-24"
"444850-42"
"2242618-82"
"2163988-39"
"2387472-3"
"499964-3"
"593439-2"
"359252-2"
"424431-19"
"449857-19"
"2367609-23"
"2168399-50"
"2213509-8"
"103836-32"
"560355-2"
"604279-37"
"127327-2"
"2212949-30"
"2370026-19"
"350427-63"
"460851-34"
"427859-25"
"2351873-19"
"128666-21"
"280080-19"
"2266394-7"
"2171289-2"
"2160860-202"
"2342201-19"
"58703-27"
"2374517-2"
"361440-7"
"2302694-4"
"1806389-28"
"447432-4"
"126538-22"
"2290797-3"
"47248-12"
"2241832-32"
"490419-33"
"2192722-42"
"603484-33"
"50717-20"
"304048-2"
"946475-122"
"2391267-35"
"2226100-2"
"2282534-19"
"607578-2"
"2204485-3"
"318082-2"
"35775-2"
"2354371-2"
"2083781-2"
"2149806-2"
"255704-2"
"2191343-36"
"1036770-2"
"2394541-2"
"2207729-40"
"2139491-34"
"259173-23"
"2288325-2"
"139639-85"
"48261-2"
"307214-2"
"567174-22"
"439534-2"
"298868-57"
"2351745-37"
"13800-4"
"1700883-43"
"573335-18"
"324302-53"
"500260-2"
"1992973-18"
"2087768-47"
"68345-43"
"2518471-33"
"279006-2"
"359937-41"
"605512-96"
"16248-31"
"150362-34"
"2121695-42"
"2374321-22"
"2355492-7"
"336162-2"
"21444-7"
"615632-2"
"493272-29"
"421860-36"
"483312-23"
"2200081-3"
"2055480-3"
"2369378-12"
"493106-34"
"2417679-24"
"397220-3"
"20754-8"
"147558-13"
"2491404-3"
"2554555-52"
